answer,query,source
"My opponent has called for a radical 550% increase in Syrian -- think of this, think of this, this is not believable but this is what's happening -- a 550% increase in Syrian refugees on top of existing massive refugee flows coming into our country already under the leadership of President Obama. She proposes this despite the fact that there’s no way to screen these refugees in order to find out who they are or where they come from. I only want to admit individuals into our country who will support our values and love our people.","Lastly, and very importantly, we must immediately suspend immigration from any nation that has been compromised by terrorism until such time as proven vetting mechanisms have been put in place. We don't want them in our country.",0716_convention
"Anyone who endorses violence, hatred or oppression is not welcome in our country and never ever will be.","My opponent has called for a radical 550% increase in Syrian -- think of this, think of this, this is not believable but this is what's happening -- a 550% increase in Syrian refugees on top of existing massive refugee flows coming into our country already under the leadership of President Obama. She proposes this despite the fact that there’s no way to screen these refugees in order to find out who they are or where they come from. I only want to admit individuals into our country who will support our values and love our people.",0716_convention
"Decades of record immigration have produced lower wages and higher unemployment for our citizens, especially for African American and Latino workers. We are going to have an immigration system that works, but one that works for the American people.","Anyone who endorses violence, hatred or oppression is not welcome in our country and never ever will be.",0716_convention
"On Monday, we heard from three parents whose children were killed by illegal immigrants. Mary Ann Mendoza, Sabine Durden and my friend Jamiel Shaw. They're just three brave representatives of many thousands who have suffered so gravely. Of all my travels in this country, nothing has affected me more, nothing even close I have to tell you, than the time I have spent with the mothers and fathers who have lost their children to violence spilling across our borders. Which we can solve. We have to solve it.","Decades of record immigration have produced lower wages and higher unemployment for our citizens, especially for African American and Latino workers. We are going to have an immigration system that works, but one that works for the American people.",0716_convention
"These families have no special interests to represent them. There are no demonstrators to protect them and certainly none to protest on their behalf. My opponent will never meet with them, or share in their pain, believe me. Instead, my opponent wants sanctuary cities. But where was the sanctuary for Kate Steinle? Where was sanctuary for the children of Mary Ann and Sabine and Jamiel? Where was sanctuary for all of, aw, it's so sad to even be talking about it, because we can solve it so quickly. Where was the sanctuary for the other Americans who have been so brutally murdered and who have suffered so horribly?","On Monday, we heard from three parents whose children were killed by illegal immigrants. Mary Ann Mendoza, Sabine Durden and my friend Jamiel Shaw. They're just three brave representatives of many thousands who have suffered so gravely. Of all my travels in this country, nothing has affected me more, nothing even close I have to tell you, than the time I have spent with the mothers and fathers who have lost their children to violence spilling across our borders. Which we can solve. We have to solve it.",0716_convention
"These wounded American families have been alone. But they are not alone any longer. Tonight, this candidate and the whole nation stand in their corner to support them, to send them our love and to pledge in their honor that we will save countless more families from suffering and the same awful fate.","These families have no special interests to represent them. There are no demonstrators to protect them and certainly none to protest on their behalf. My opponent will never meet with them, or share in their pain, believe me. Instead, my opponent wants sanctuary cities. But where was the sanctuary for Kate Steinle? Where was sanctuary for the children of Mary Ann and Sabine and Jamiel? Where was sanctuary for all of, aw, it's so sad to even be talking about it, because we can solve it so quickly. Where was the sanctuary for the other Americans who have been so brutally murdered and who have suffered so horribly?",0716_convention
"We are going to build a great border wall to stop illegal immigration, to stop the gangs and the violence, and to stop the drugs from pouring into our communities. I have been honored to receive the endorsement of America’s border patrol agents, and will work directly with them to protect the integrity of our lawful, lawful, lawful immigration system. Lawful.","These wounded American families have been alone. But they are not alone any longer. Tonight, this candidate and the whole nation stand in their corner to support them, to send them our love and to pledge in their honor that we will save countless more families from suffering and the same awful fate.",0716_convention
"By ending catch-and-release on the border, we will end the cycle of human smuggling and violence. Illegal border crossings will go down. We will stop it. It won't be happening very much any more, believe me. Peace will be restored. By enforcing the rules for millions who overstay their visas, our laws will finally receive the respect that they deserve.","We are going to build a great border wall to stop illegal immigration, to stop the gangs and the violence, and to stop the drugs from pouring into our communities. I have been honored to receive the endorsement of America’s border patrol agents, and will work directly with them to protect the integrity of our lawful, lawful, lawful immigration system. Lawful.",0716_convention
"Tonight, I want every American whose demands for immigration security have been denied – and every politician who has denied them – to listen very, very closely to the words I am about to say.","By ending catch-and-release on the border, we will end the cycle of human smuggling and violence. Illegal border crossings will go down. We will stop it. It won't be happening very much any more, believe me. Peace will be restored. By enforcing the rules for millions who overstay their visas, our laws will finally receive the respect that they deserve.",0716_convention
"On January 20th of 2017, the day I take the oath of office, Americans will finally wake up in a country where the laws of the United States are enforced. We are going to be considerate and compassionate to everyone.","Tonight, I want every American whose demands for immigration security have been denied – and every politician who has denied them – to listen very, very closely to the words I am about to say.",0716_convention
"But my greatest compassion will be for our own struggling citizens. USA, USA, USA. My plan is the exact opposite of the radical and dangerous immigration policy of Hillary Clinton. Americans want relief from uncontrolled immigration. Which is what we have now. Communities want relief.","On January 20th of 2017, the day I take the oath of office, Americans will finally wake up in a country where the laws of the United States are enforced. We are going to be considerate and compassionate to everyone.",0716_convention
"Yet Hillary Clinton is proposing mass amnesty, mass immigration and mass lawlessness. Her plan will overwhelm your schools and hospitals, further reduce your jobs and wages, and make it harder for recent immigrants to escape the tremendous cycle of from poverty that they're going through right now, and make it almost impossible for them to join the middle class.","But my greatest compassion will be for our own struggling citizens. USA, USA, USA. My plan is the exact opposite of the radical and dangerous immigration policy of Hillary Clinton. Americans want relief from uncontrolled immigration. Which is what we have now. Communities want relief.",0716_convention
"I have a different vision for our workers. It begins with a new, fair trade policy that protects our jobs and stands up to countries that cheat, of which there are many. It’s been a signature message of my campaign from Day One, and it will be a signature feature of my presidency from the moment I take the oath of office.","Yet Hillary Clinton is proposing mass amnesty, mass immigration and mass lawlessness. Her plan will overwhelm your schools and hospitals, further reduce your jobs and wages, and make it harder for recent immigrants to escape the tremendous cycle of from poverty that they're going through right now, and make it almost impossible for them to join the middle class.",0716_convention
"I have made billions of dollars in business making deals – now I’m going to make our country rich again. Using the greatest business people in the world, which our country has, I am going to turn our bad trade agreements into great trade agreements. America has lost nearly one-third of its manufacturing jobs since 1997, following the enactment of disastrous trade deals supported by Bill and Hillary Clinton.","I have a different vision for our workers. It begins with a new, fair trade policy that protects our jobs and stands up to countries that cheat, of which there are many. It’s been a signature message of my campaign from Day One, and it will be a signature feature of my presidency from the moment I take the oath of office.",0716_convention
"Remember, it was Bill Clinton who signed NAFTA, one of the worst economic deals ever made by our country or frankly any other country.","I have made billions of dollars in business making deals – now I’m going to make our country rich again. Using the greatest business people in the world, which our country has, I am going to turn our bad trade agreements into great trade agreements. America has lost nearly one-third of its manufacturing jobs since 1997, following the enactment of disastrous trade deals supported by Bill and Hillary Clinton.",0716_convention
Never ever again.,"Remember, it was Bill Clinton who signed NAFTA, one of the worst economic deals ever made by our country or frankly any other country.",0716_convention
"I am going to bring our jobs to Ohio and Pennsylvania and New York and Michigan and all of America – and I am not going to let companies move to other countries, firing their employees along the way, without consequence. Not gonna happen anymore.",Never ever again.,0716_convention
"My opponent, on the other hand, has supported virtually every trade agreement that has been destroying our middle class. She supported NAFTA, and she supported China’s entrance into the World Trade Organization – another one of her husband’s colossal mistakes and disasters.","I am going to bring our jobs to Ohio and Pennsylvania and New York and Michigan and all of America – and I am not going to let companies move to other countries, firing their employees along the way, without consequence. Not gonna happen anymore.",0716_convention
"She supported the job-killing trade deal with South Korea. She supported the Trans-Pacific Partnership, which will not only destroy our manufacturing, but it will make America subject to the rulings of foreign governments. And it's not going to happen. I pledge to never sign any trade agreement that hurts our workers, or that diminishes our freedom or our independence. We will never, ever sign these trade deals. America first again. America first.","My opponent, on the other hand, has supported virtually every trade agreement that has been destroying our middle class. She supported NAFTA, and she supported China’s entrance into the World Trade Organization – another one of her husband’s colossal mistakes and disasters.",0716_convention
"Instead, I will make individual deals with individual countries.","She supported the job-killing trade deal with South Korea. She supported the Trans-Pacific Partnership, which will not only destroy our manufacturing, but it will make America subject to the rulings of foreign governments. And it's not going to happen. I pledge to never sign any trade agreement that hurts our workers, or that diminishes our freedom or our independence. We will never, ever sign these trade deals. America first again. America first.",0716_convention
"No longer will we enter into these massive transactions, with many countries, that are thousands of pages long – and which no one from our country even reads or understands. We are going to enforce all trade violations against any country that cheats.","Instead, I will make individual deals with individual countries.",0716_convention
"This includes stopping China’s outrageous theft of intellectual property, along with their illegal product dumping, and their devastating currency manipulation. They are the greatest that ever came about, they are the greatest currency manipulators ever.","No longer will we enter into these massive transactions, with many countries, that are thousands of pages long – and which no one from our country even reads or understands. We are going to enforce all trade violations against any country that cheats.",0716_convention
Our horrible trade agreements with China and many others will be totally renegotiated. That includes renegotiating NAFTA to get a much better deal for America – and we’ll walk away if we don’t get that kind of a deal. Our country is going to start building and making things again.,"This includes stopping China’s outrageous theft of intellectual property, along with their illegal product dumping, and their devastating currency manipulation. They are the greatest that ever came about, they are the greatest currency manipulators ever.",0716_convention
"Next comes the reform of our tax laws, regulations and energy rules. While Hillary Clinton plans a massive, and I mean massive, tax increase, I have proposed the largest tax reduction of any candidate who has run for president this year – Democrat or Republican. Middle-income Americans and businesses will experience profound relief, and taxes will be greatly simplified for everyone. And I mean everyone.",Our horrible trade agreements with China and many others will be totally renegotiated. That includes renegotiating NAFTA to get a much better deal for America – and we’ll walk away if we don’t get that kind of a deal. Our country is going to start building and making things again.,0716_convention
"America is one of the highest-taxed nations in the world. Reducing taxes will cause new companies and new jobs to come roaring back into our country. Believe me, it'll happen and it'll happen fast. Then we are going to deal with the issue of regulation, one of the greatest job-killers of them all. Excessive regulation is costing our country as much as $2 trillion a year, and we will end it very, very quickly. We are going to lift the restrictions on the production of American energy. This will produce more than $20 trillion in job creating economic activity over the next four decades.","Next comes the reform of our tax laws, regulations and energy rules. While Hillary Clinton plans a massive, and I mean massive, tax increase, I have proposed the largest tax reduction of any candidate who has run for president this year – Democrat or Republican. Middle-income Americans and businesses will experience profound relief, and taxes will be greatly simplified for everyone. And I mean everyone.",0716_convention
"My opponent, on the other hand, wants to put the great miners and the great steelworkers of our country out of work and out of business. That will never happen when I am president. Our steelworkers and our miners are going back to work again. With these new economic policies, trillions of dollars will start flowing into our country.","America is one of the highest-taxed nations in the world. Reducing taxes will cause new companies and new jobs to come roaring back into our country. Believe me, it'll happen and it'll happen fast. Then we are going to deal with the issue of regulation, one of the greatest job-killers of them all. Excessive regulation is costing our country as much as $2 trillion a year, and we will end it very, very quickly. We are going to lift the restrictions on the production of American energy. This will produce more than $20 trillion in job creating economic activity over the next four decades.",0716_convention
"This new wealth will improve the quality of life for all Americans. We will build the roads, highways, bridges, tunnels, airports and the railways of tomorrow. This, in turn, will create millions of more jobs. We will rescue kids from failing schools by helping their parents send them to a safe school of their choice.","My opponent, on the other hand, wants to put the great miners and the great steelworkers of our country out of work and out of business. That will never happen when I am president. Our steelworkers and our miners are going back to work again. With these new economic policies, trillions of dollars will start flowing into our country.",0716_convention
"My opponent would rather protect bureaucrats than serve American children. And that's what she's doing, and that's what she's done.","This new wealth will improve the quality of life for all Americans. We will build the roads, highways, bridges, tunnels, airports and the railways of tomorrow. This, in turn, will create millions of more jobs. We will rescue kids from failing schools by helping their parents send them to a safe school of their choice.",0716_convention
We will repeal and replace disastrous Obamacare. You will be able to choose your own doctor again.,"My opponent would rather protect bureaucrats than serve American children. And that's what she's doing, and that's what she's done.",0716_convention
"And we will fix TSA at the airports! Which is a total disaster. Thank you, thank you.",We will repeal and replace disastrous Obamacare. You will be able to choose your own doctor again.,0716_convention
We're going to work with all of our students who are drowning in debt to take the pressure off these people just starting out in their adult lives. Tremendous problem.,"And we will fix TSA at the airports! Which is a total disaster. Thank you, thank you.",0716_convention
"We will completely rebuild our depleted military. And the countries that we are protecting, at a massive cost to us, will be asked to pay their fair share.",We're going to work with all of our students who are drowning in debt to take the pressure off these people just starting out in their adult lives. Tremendous problem.,0716_convention
We will take care of our great veterans like they have never been taken care of before. My just released 10-point plan has received tremendous veterans' support. We will guarantee those who serve this country will be able to visit the doctor or hospital of their choice without waiting five days on a line and dying.,"We will completely rebuild our depleted military. And the countries that we are protecting, at a massive cost to us, will be asked to pay their fair share.",0716_convention
"My opponent dismissed the VA scandal – one more sign of how out of touch she really is. We are going to ask every department head in government to provide a list of wasteful spending on projects that we can eliminate in my first 100 days. The politicians have talked about this for years, but I’m going to do it.",We will take care of our great veterans like they have never been taken care of before. My just released 10-point plan has received tremendous veterans' support. We will guarantee those who serve this country will be able to visit the doctor or hospital of their choice without waiting five days on a line and dying.,0716_convention
We are going to appoint justices of the United States Supreme Court who will uphold our laws and our Constitution.,"My opponent dismissed the VA scandal – one more sign of how out of touch she really is. We are going to ask every department head in government to provide a list of wasteful spending on projects that we can eliminate in my first 100 days. The politicians have talked about this for years, but I’m going to do it.",0716_convention
"The replacement of our beloved Justice Scalia will be a person of similar views, principles and judicial philosophies. Very important. This will be one of the most important issues decided by this election.",We are going to appoint justices of the United States Supreme Court who will uphold our laws and our Constitution.,0716_convention
"My opponent wants to essentially abolish the 2nd Amendment. I, on the other hand, received the early and strong endorsement of the National Rifle Assn. and will protect the right of all Americans to keep their families safe.","The replacement of our beloved Justice Scalia will be a person of similar views, principles and judicial philosophies. Very important. This will be one of the most important issues decided by this election.",0716_convention
"At this moment, I would like to thank the evangelical and religious community because I'll tell you what, the support they've given me, and I'm not sure I totally deserve it, has been so awesome and has had such a big reason for me being here tonight. True, so true.","My opponent wants to essentially abolish the 2nd Amendment. I, on the other hand, received the early and strong endorsement of the National Rifle Assn. and will protect the right of all Americans to keep their families safe.",0716_convention
"They have much to contribute to our politics, yet our laws prevent you from speaking your minds from your own pulpits.","At this moment, I would like to thank the evangelical and religious community because I'll tell you what, the support they've given me, and I'm not sure I totally deserve it, has been so awesome and has had such a big reason for me being here tonight. True, so true.",0716_convention
"An amendment which, by Lyndon Johnson, many years ago, threatens religious institutions with a loss of their tax-exempt status if they openly advocate their political views. I am going to work very hard to repeal that language and protect free speech for all Americans.","They have much to contribute to our politics, yet our laws prevent you from speaking your minds from your own pulpits.",0716_convention
"We can accomplish these great things, and so much more – all we need to do is start believing in ourselves and in our country again. It is time to show the whole world that America is back – bigger and better and stronger than ever before.","An amendment which, by Lyndon Johnson, many years ago, threatens religious institutions with a loss of their tax-exempt status if they openly advocate their political views. I am going to work very hard to repeal that language and protect free speech for all Americans.",0716_convention
"In this journey, I'm so lucky to have at my side my wife Melania and my wonderful children Don, Ivanka, Eric, Tiffany and Barron. You will always be my greatest source of pride and joy. And by the way, Melania and Ivanka, did they do a job. My dad, Fred Trump, was the smartest and hardest-working man I ever knew. I wonder sometimes what he’d say if he were here to see this and to see me tonight.","We can accomplish these great things, and so much more – all we need to do is start believing in ourselves and in our country again. It is time to show the whole world that America is back – bigger and better and stronger than ever before.",0716_convention
"It’s because of him that I learned, from my youngest age, to respect the dignity of work and the dignity of working people. He was a guy most comfortable in the company of bricklayers and carpenters,and electricians. And I have a lot of that in me also. I love those people. Then there’s my mother, Mary. She was strong but also warm and fair-minded. She was a truly great mother. She was also one of the most honest and charitable people that I have ever known, and a great, great judge of character. She could pick 'em out from anywhere.","In this journey, I'm so lucky to have at my side my wife Melania and my wonderful children Don, Ivanka, Eric, Tiffany and Barron. You will always be my greatest source of pride and joy. And by the way, Melania and Ivanka, did they do a job. My dad, Fred Trump, was the smartest and hardest-working man I ever knew. I wonder sometimes what he’d say if he were here to see this and to see me tonight.",0716_convention
"To my sisters Mary Anne and Elizabeth, my brother Robert and my late brother Fred, I will always give you my love. You are most special to me.","It’s because of him that I learned, from my youngest age, to respect the dignity of work and the dignity of working people. He was a guy most comfortable in the company of bricklayers and carpenters,and electricians. And I have a lot of that in me also. I love those people. Then there’s my mother, Mary. She was strong but also warm and fair-minded. She was a truly great mother. She was also one of the most honest and charitable people that I have ever known, and a great, great judge of character. She could pick 'em out from anywhere.",0716_convention
"I have had a truly great life in business. But now, my sole and exclusive mission is to go to work for our country – to go to work for all of you. It’s time to deliver a victory for the American people. We don't win anymore, but we're going to start winning again! But to do that, we must break free from the petty politics of the past.","To my sisters Mary Anne and Elizabeth, my brother Robert and my late brother Fred, I will always give you my love. You are most special to me.",0716_convention
"America is a nation of believers, dreamers and strivers that is being led by a group of censors, critics and cynics.","I have had a truly great life in business. But now, my sole and exclusive mission is to go to work for our country – to go to work for all of you. It’s time to deliver a victory for the American people. We don't win anymore, but we're going to start winning again! But to do that, we must break free from the petty politics of the past.",0716_convention
"Remember: All of the people telling you you can’t have the country you want are the same people telling you that wouldn't stand. I mean they said Trump doesn't stand a chance of being here tonight, not a chance. The same people. Oh, we love defeating those people don't we. We love defeating them. Love it, love it. No longer can we rely on those elites in media and politics who will say anything to keep our rigged system in place.","America is a nation of believers, dreamers and strivers that is being led by a group of censors, critics and cynics.",0716_convention
"Instead, we must choose to believe In America. History is watching us now. We don't have much time. But history is watching. It’s waiting to see if we will rise to the occasion, and if we will show the whole world that America is still free and independent and strong.","Remember: All of the people telling you you can’t have the country you want are the same people telling you that wouldn't stand. I mean they said Trump doesn't stand a chance of being here tonight, not a chance. The same people. Oh, we love defeating those people don't we. We love defeating them. Love it, love it. No longer can we rely on those elites in media and politics who will say anything to keep our rigged system in place.",0716_convention
"I am asking for you to support tonight so that I can be your champion in the White House. And I will be your champion. My opponent asks her supporters to recite a three-word loyalty pledge. It reads: ""I’m With Her."" I choose to recite a different pledge.","Instead, we must choose to believe In America. History is watching us now. We don't have much time. But history is watching. It’s waiting to see if we will rise to the occasion, and if we will show the whole world that America is still free and independent and strong.",0716_convention
My pledge reads: “I’m With You – The American People.”,"I am asking for you to support tonight so that I can be your champion in the White House. And I will be your champion. My opponent asks her supporters to recite a three-word loyalty pledge. It reads: ""I’m With Her."" I choose to recite a different pledge.",0716_convention
I am your voice.,My pledge reads: “I’m With You – The American People.”,0716_convention
"So to every parent who dreams for their child and every child who dreams for their future, I say these words to you tonight: I am with you. I will fight for you, and I will win for you.",I am your voice.,0716_convention
"To all Americans tonight, in all of our cities and all of our towns, I make this promise: We will make America strong again.","So to every parent who dreams for their child and every child who dreams for their future, I say these words to you tonight: I am with you. I will fight for you, and I will win for you.",0716_convention
We will make America proud again.,"To all Americans tonight, in all of our cities and all of our towns, I make this promise: We will make America strong again.",0716_convention
We will make America safe again.,We will make America proud again.,0716_convention
And we will make America great again.,We will make America safe again.,0716_convention
God bless you and goodnight. I love you.,And we will make America great again.,0716_convention
Thank you very much.,"Wow. Thank you. That's a lot of people, Phoenix, that's a lot of people.",0816_immigration
"Thank you, Phoenix. I am so glad to be back in Arizona.",Thank you very much.,0816_immigration
"The state that has a very, very special place in my heart. I love people of Arizona and together we are going to win the White House in November.","Thank you, Phoenix. I am so glad to be back in Arizona.",0816_immigration
"Now, you know this is where it all began for me. Remember that massive crowd also. So, I said let's go and have some fun tonight. We're going to Arizona, OK?","The state that has a very, very special place in my heart. I love people of Arizona and together we are going to win the White House in November.",0816_immigration
"This will be a little bit different. This won't be a rally speech, per se. Instead, I'm going to deliver a detailed policy address on one of the greatest challenges facing our country today, illegal immigration.","Now, you know this is where it all began for me. Remember that massive crowd also. So, I said let's go and have some fun tonight. We're going to Arizona, OK?",0816_immigration
"I've just landed having returned from a very important and special meeting with the President of Mexico, a man I like and respect very much. And a man who truly loves his country, Mexico.","This will be a little bit different. This won't be a rally speech, per se. Instead, I'm going to deliver a detailed policy address on one of the greatest challenges facing our country today, illegal immigration.",0816_immigration
"And, by the way, just like I am a man who loves my country, the United States.","I've just landed having returned from a very important and special meeting with the President of Mexico, a man I like and respect very much. And a man who truly loves his country, Mexico.",0816_immigration
"We agree on the importance of ending the illegal flow of drugs, cash, guns, and people across our border, and to put the cartels out of business.","And, by the way, just like I am a man who loves my country, the United States.",0816_immigration
"We also discussed the great contributions of Mexican-American citizens to our two countries, my love for the people of Mexico, and the leadership and friendship between Mexico and the United States.","We agree on the importance of ending the illegal flow of drugs, cash, guns, and people across our border, and to put the cartels out of business.",0816_immigration
"It was a thoughtful and substantive conversation and it will go on for awhile. And, in the end we're all going to win. Both countries, we're all going to win.","We also discussed the great contributions of Mexican-American citizens to our two countries, my love for the people of Mexico, and the leadership and friendship between Mexico and the United States.",0816_immigration
"This is the first of what I expect will be many, many conversations. And, in a Trump administration we're going to go about creating a new relationship between our two countries, but it's going to be a fair relationship. We want fairness.","It was a thoughtful and substantive conversation and it will go on for awhile. And, in the end we're all going to win. Both countries, we're all going to win.",0816_immigration
"But to fix our immigration system, we must change our leadership in Washington and we must change it quickly.","This is the first of what I expect will be many, many conversations. And, in a Trump administration we're going to go about creating a new relationship between our two countries, but it's going to be a fair relationship. We want fairness.",0816_immigration
"Sadly, sadly there is no other way. The truth is our immigration system is worse than anybody ever realized. But the facts aren't known because the media won't report on them.","But to fix our immigration system, we must change our leadership in Washington and we must change it quickly.",0816_immigration
The politicians won't talk about them and the special interests spend a lot of money trying to cover them up because they are making an absolute fortune. That's the way it is.,"Sadly, sadly there is no other way. The truth is our immigration system is worse than anybody ever realized. But the facts aren't known because the media won't report on them.",0816_immigration
"Today, on a very complicated and very difficult subject, you will get the truth. The fundamental problem with the immigration system in our country is that it serves the needs of wealthy donors, political activists and powerful, powerful politicians. It's all you can do. Thank you. Thank you.",The politicians won't talk about them and the special interests spend a lot of money trying to cover them up because they are making an absolute fortune. That's the way it is.,0816_immigration
"Let me tell you who it does not serve. It does not serve you the American people. Doesn't serve you. When politicians talk about immigration reform, they usually mean the following, amnesty, open borders, lower wages.","Today, on a very complicated and very difficult subject, you will get the truth. The fundamental problem with the immigration system in our country is that it serves the needs of wealthy donors, political activists and powerful, powerful politicians. It's all you can do. Thank you. Thank you.",0816_immigration
Immigration reform should mean something else entirely. It should mean improvements to our laws and policies to make life better for American citizens.,"Let me tell you who it does not serve. It does not serve you the American people. Doesn't serve you. When politicians talk about immigration reform, they usually mean the following, amnesty, open borders, lower wages.",0816_immigration
"Thank you. But if we're going to make our immigration system work, then we have to be prepared to talk honestly and without fear about these important and very sensitive issues. For instance, we have to listen to the concerns that working people, our forgotten working people, have over the record pace of immigration and it's impact on their jobs, wages, housing, schools, tax bills and general living conditions.",Immigration reform should mean something else entirely. It should mean improvements to our laws and policies to make life better for American citizens.,0816_immigration
"These are valid concerns expressed by decent and patriotic citizens from all backgrounds, all over. We also have to be honest about the fact that not everyone who seeks to join our country will be able to successfully assimilate. Sometimes it's just not going to work out. It's our right, as a sovereign nation to chose immigrants that we think are the likeliest to thrive and flourish and love us.","Thank you. But if we're going to make our immigration system work, then we have to be prepared to talk honestly and without fear about these important and very sensitive issues. For instance, we have to listen to the concerns that working people, our forgotten working people, have over the record pace of immigration and it's impact on their jobs, wages, housing, schools, tax bills and general living conditions.",0816_immigration
"Then there is the issue of security. Countless innocent American lives have been stolen because our politicians have failed in their duty to secure our borders and enforce our laws like they have to be enforced. I have met with many of the great parents who lost their children to sanctuary cities and open borders. So many people, so many, many people. So sad. They will be joining me on this stage in a little while and I look forward to introducing, these are amazing, amazing people.","These are valid concerns expressed by decent and patriotic citizens from all backgrounds, all over. We also have to be honest about the fact that not everyone who seeks to join our country will be able to successfully assimilate. Sometimes it's just not going to work out. It's our right, as a sovereign nation to chose immigrants that we think are the likeliest to thrive and flourish and love us.",0816_immigration
"Countless Americans who have died in recent years would be alive today if not for the open border policies of this administration and the administration that causes this horrible, horrible thought process, called Hillary Clinton.","Then there is the issue of security. Countless innocent American lives have been stolen because our politicians have failed in their duty to secure our borders and enforce our laws like they have to be enforced. I have met with many of the great parents who lost their children to sanctuary cities and open borders. So many people, so many, many people. So sad. They will be joining me on this stage in a little while and I look forward to introducing, these are amazing, amazing people.",0816_immigration
"This includes incredible Americans like 21 year old Sarah Root. The man who killed her arrived at the border, entered Federal custody and then was released into the U.S., think of it, into the U.S. community under the policies of the White House Barack Obama and Hillary Clinton. Weak, weak policies. Weak and foolish policies.","Countless Americans who have died in recent years would be alive today if not for the open border policies of this administration and the administration that causes this horrible, horrible thought process, called Hillary Clinton.",0816_immigration
"He was released again after the crime, and now he's out there at large. Sarah had graduated from college with a 4.0, top student in her class one day before her death.","This includes incredible Americans like 21 year old Sarah Root. The man who killed her arrived at the border, entered Federal custody and then was released into the U.S., think of it, into the U.S. community under the policies of the White House Barack Obama and Hillary Clinton. Weak, weak policies. Weak and foolish policies.",0816_immigration
"Also among the victims of the Obama-Clinton open borders policy was Grant Ronnebeck, a 21-year-old convenience store clerk and a really good guy from Mesa, Arizona. A lot of you have known about Grant.","He was released again after the crime, and now he's out there at large. Sarah had graduated from college with a 4.0, top student in her class one day before her death.",0816_immigration
"He was murdered by an illegal immigrant gang member previously convicted of burglary, who had also been released from federal custody, and they knew it was going to happen again.","Also among the victims of the Obama-Clinton open borders policy was Grant Ronnebeck, a 21-year-old convenience store clerk and a really good guy from Mesa, Arizona. A lot of you have known about Grant.",0816_immigration
"Another victim is Kate Steinle. Gunned down in the sanctuary city of San Francisco, by an illegal immigrant, deported five previous times. And they knew he was no good.","He was murdered by an illegal immigrant gang member previously convicted of burglary, who had also been released from federal custody, and they knew it was going to happen again.",0816_immigration
"Then there is the case of 90-year-old Earl Olander, who was brutally beaten and left to bleed to death in his home, 90 years old and defenseless. The perpetrators were illegal immigrants with criminal records a mile long, who did not meet Obama administration standards for removal. And they knew it was going to happen.","Another victim is Kate Steinle. Gunned down in the sanctuary city of San Francisco, by an illegal immigrant, deported five previous times. And they knew he was no good.",0816_immigration
"In California, a 64-year-old Air Force veteran, a great woman, according to everybody that knew her, Marilyn Pharis, was sexually assaulted and beaten to death with a hammer. Her killer had been arrested on multiple occasions but was never, ever deported, despite the fact that everybody wanted him out.","Then there is the case of 90-year-old Earl Olander, who was brutally beaten and left to bleed to death in his home, 90 years old and defenseless. The perpetrators were illegal immigrants with criminal records a mile long, who did not meet Obama administration standards for removal. And they knew it was going to happen.",0816_immigration
"A 2011 report from the Government Accountability Office found that illegal immigrants and other non-citizens, in our prisons and jails together, had around 25,000 homicide arrests to their names, 25,000.","In California, a 64-year-old Air Force veteran, a great woman, according to everybody that knew her, Marilyn Pharis, was sexually assaulted and beaten to death with a hammer. Her killer had been arrested on multiple occasions but was never, ever deported, despite the fact that everybody wanted him out.",0816_immigration
"On top of that, illegal immigration costs our country more than $113 billion dollars a year.","A 2011 report from the Government Accountability Office found that illegal immigrants and other non-citizens, in our prisons and jails together, had around 25,000 homicide arrests to their names, 25,000.",0816_immigration
"And this is what we get. For the money we are going to spend on illegal immigration over the next 10 years, we could provide 1 million at-risk students with a school voucher, which so many people are wanting.","On top of that, illegal immigration costs our country more than $113 billion dollars a year.",0816_immigration
"While there are many illegal immigrants in our country who are good people, many, many, this doesn't change the fact that most illegal immigrants are lower skilled workers with less education, who compete directly against vulnerable American workers, and that these illegal workers draw much more out from the system than they can ever possibly pay back.","And this is what we get. For the money we are going to spend on illegal immigration over the next 10 years, we could provide 1 million at-risk students with a school voucher, which so many people are wanting.",0816_immigration
And they're hurting a lot of our people that cannot get jobs under any circumstances.,"While there are many illegal immigrants in our country who are good people, many, many, this doesn't change the fact that most illegal immigrants are lower skilled workers with less education, who compete directly against vulnerable American workers, and that these illegal workers draw much more out from the system than they can ever possibly pay back.",0816_immigration
"But these facts are never reported. Instead, the media and my opponent discuss one thing and only one thing, the needs of people living here illegally. In many cases, by the way, they're treated better than our vets.",And they're hurting a lot of our people that cannot get jobs under any circumstances.,0816_immigration
"Not going to happen anymore, folks. November 8th. Not going to happen anymore.","But these facts are never reported. Instead, the media and my opponent discuss one thing and only one thing, the needs of people living here illegally. In many cases, by the way, they're treated better than our vets.",0816_immigration
"The truth is, the central issue is not the needs of the 11 million illegal immigrants or however many there may be -- and honestly we've been hearing that number for years. It's always 11 million.","Not going to happen anymore, folks. November 8th. Not going to happen anymore.",0816_immigration
