answer,query,source
" No, not while I am president. No, not while I’m president. That is two phases. Right now, look, you know, I went to a great school, I was a good student and all. I am an intelligent person. My uncle, I would say my uncle was one of the brilliant people. He was at MIT for 35 years. As a great scientist and engineer, actually more than anything else. Dr. John Trump, a great guy. I’m an intelligent person. I understand what is going on. Right now, I had 17 people who started out. They are almost all gone. If I were going to do that in a different fashion I think I probably wouldn’t be sitting here. You would be interviewing somebody else. But it is hard to act presidential when you are being … I mean, actually I think it is presidential because it is winning. And winning is a pretty good thing for this country because we don’t win any more. And I say it all the time. We do not win any more. This country doesn’t win. We don’t win with trade. We don’t win with … We can’t even beat ISIS. And by the way, just to answer the rest of that question, I would knock the hell out of ISIS in some form. I would rather not do it with our troops, you understand that. Very important. Because I think saying that is very important because I was against the war in Iraq, although they found a clip talking to Howard Stern, I said, “Well…” It was very unenthusiastic. Before they want in, I was totally against the war. I was against it for years. I actually had a delegation sent from the White House to talk to me because I guess I get a disproportionate amount of publicity. I was just against the war. I thought it would destabilize the Middle East, and it did. But we have to knock out ISIS. We are living like in medieval times. Who ever heard of the heads chopped off?", Would you do that while you are president?,editorial
 No …, Just back to the campaign. You are smart and you went to a good school. Yet you are up there and talking about your hands and the size of private …,editorial
" No, no. No, no. I am not doing that.", … your private parts.,editorial
" No, I had to do it. Look, this guy. Here’s my hands. Now I have my hands, I hear, on the New Yorker, a picture of my hands.", Do you regret having engaged in that?,editorial
" A hand with little fingers coming out of a stem. Like, little. Look at my hands. They’re fine. Nobody other than Graydon Carter years ago used to use that. My hands are normal hands. During a debate, he was losing, and he said, “Oh, he has small hands and therefore, you know what that means.” This was not me. This was Rubio that said, “He has small hands and you know what that means.” Okay? So, he started it. So, what I said a couple of days later … and what happened is I was on line shaking hands with supporters, and one of supporters got up and he said, “Mr. Trump, you have strong hands. You have good-sized hands.” And then another one would say, “You have great hands, Mr. Trump, I had no idea.” I said, “What do you mean?” He said, “I thought you were like deformed, and I thought you had small hands.” I had fifty people … Is that a correct statement? I mean people were writing, “How are Mr. Trump’s hands?” My hands are fine. You know, my hands are normal. Slightly large, actually. In fact, I buy a slightly smaller than large glove, okay? No, but I did this because everybody was saying to me, “Oh, your hands are very nice. They are normal.” So Rubio, in a debate, said, because he had nothing else to say … now I was hitting him pretty hard. He wanted to do his Don Rickles stuff and it didn’t work out. Obviously, it didn’t work too well. But one of the things he said was “He has small hands and therefore, you know what that means, he has small something else.” You can look it up. I didn’t say it.", You’re on the cover.,editorial
" No, I chose to respond.", You chose to raise it …,editorial
 I had no choice., You chose to respond.,editorial
" I don’t want people to go around thinking that I have a problem. I’m telling you, Ruth, I had so many people. I would say 25, 30 people would tell me … every time I’d shake people’s hand, “Oh, you have nice hands.” Why shouldn’t I? And, by the way, by saying that I solved the problem. Nobody questions … I even held up my hands, and said, “Look, take a look at that hand.”", You chose to raise it during a debate. Can you explain why you had no choice?,editorial
" And by saying that, I solved the problem. Nobody questions. Everyone held my hand. I said look. Take a look at that hand.", You told us in the debate ….,editorial
" I don’t know if it was presidential, honestly, whether it is or not. He said, ‘Donald Trump has small hands and therefore he has small something else.’ I didn’t say that. And all I did is when he failed, when he was failing, when he was, when Christie made him look bad, I gave him the– a little recap and I said,  and I said, and I had this big strong powerful hand ready to grab him, because I thought he was going to faint. And everybody took it fine. Whether it was presidential or not I can’t tell you. I can just say that what he said was a lie. And everybody, they wanted to do stories on my hands; after I said that, they never did. And then I held up the hand, I showed people the hand. You know, when I’ve got a big audience. So yeah, I think it’s not a question of presidential …", You told us in the debate that you guaranteed there was not another problem. Was that presidential? And why did you decide to do that?,editorial
 I did feel I should respond. Maybe I’m wrong. I don’t know. But I felt I should respond because everybody was talking about it.," Okay, let’s move on here. Let’s move on.",editorial
" I don’t want to use, I don’t want to start the process of nuclear. Remember the one thing that everybody has said, I’m a counterpuncher. Rubio hit me. Bush hit me. When I said low energy, he’s a low-energy individual, he hit me first. I spent, by the way he spent 18 million dollars’ worth of negative ads on me. That’s putting …"," You  mentioned a few minutes earlier here that you would knock ISIS. You’ve mentioned it many times. You’ve also mentioned the risk of putting American troop in a danger area. If you could substantially reduce the risk of harm to ground troops, would you use a battlefield nuclear weapon to take out ISIS?",editorial
" I’ll tell you one thing, this is a very good looking group of people here.  Could I just go around so I know who the hell I’m talking to?", This is about ISIS. You would not use a tactical nuclear weapon against ISIS?,editorial
 Oh is it?, Okay.,editorial
 Okay we do., Yeah. You have a meeting you have to get to.,editorial
 Okay. I’ll talk about that., I’m Jo-Ann Armao. I cover D.C. events. I  want to ask you a question about what you think about D.C. voting rights or statehood.,editorial
" Well, first of all, if you look at some polls that have come out, I’m doing very well with African Americans. I’m doing, actually if you look at the polls, a lot of the polls that came out, in the, um, what do they call it? Exit polls, like from Nevada and other places, I’m doing very well with Hispanics."," Uh, yeah, I mean speaking again of the system of what a lot of people would say are some of the uglier components of your campaign; a lot of people have said you’ve been running a very divisive campaign as far as racial divides, you’ve noted you know your comments about Muslims, about Mexicans, immigrants and such. You have information that the country is becoming browner, is becoming younger, is becoming blacker. What in your vision of president, in your presidency, how would you bridge these divides and how will you address a– how are you going to run on a message of inclusion of all Americans?",editorial
" We do, if it’s illegals, in other words, if it’s everybody, but people that are legally living here, I’m doing very well. In other words, people that are here, like Hispanics that are in the country, I’m doing very well. People that vote. Like people leaving voting booths and all, I’m doing very well with them. I want to be inclusive, but at the same time, people should come here legally. They should be here legally. And I think the reason I’m doing, that I will do well, especially once I get started, don’t forget I haven’t even focused on Hillary yet. And, and as you know, you know I’ve had polls that are against me, but I’ve had many polls that say I’d beat Hillary, but they’re not that, that, they don’t mean  anything now because it’s too early. Because I haven’t hit her. I’ve only hit her once, and that was eight weeks ago, but, I haven’t started on Hillary yet, and when I do I think I’ll be able to make my  points. I mean, you know, but, but I think that just to try and answer your question Uh, I am the least racist person that you will ever meet. Okay. That I can tell you.", I think some of the polls are saying you’re doing  negatives.,editorial
" I don’t think so. No, I don’t think so. With the Muslim thing I think it’s a serious problem. I’ve had Muslims call and tell me you’re right with the Muslim thing, I think it’s a serious problem.  And it’s a problem that has to be addressed. I mean, there’s tremendous hatred. Even the, even the guy they caught in Paris. He was being hid out by other Muslims, and everybody is after him, and he’s living right next to where he grew up.  There’s a serious, serious problem with the Muslims and it’s got to be addressed. It’s temporary, and it’s got to be addressed. And you know you may think of it as negative. Many people think it’s very positive."," But do you feel that your messages, your rhetoric, are dangerous and divisive for this country? How do you feel they’re ….",editorial
" Well look, there’s many exceptions. There’s many – everything, you’re going to go through a process. But we have to be very careful. And I was really referring in particular, you know, to migrations – Syrians, the whole migration, where we’re going to take in thousands. And I heard in the Democrat debate, I heard 55,000, okay. 55,000. Now they say it’s really ten , but it’s already 10, and I just don’t think we can take people into this country. You saw what two people did – the woman and the man, whether she radicalized him or  – but you saw what two people did, and I just don’t think we can take people in when we have no idea who they are, where they come from. There’s no documents, there’s no paper, and we have ISIS looming over our head, and we have tremendous destruction. We lost the World Trade Center, we lost the Pentag – you know, we had a plane go into the Pentagon, etc.", How would you identify people to keep them out of this country?,editorial
 I think statehood is a tough thing for D.C. I think it’s a tough thing. I don’t have a position on it yet. I would form a position. But I think statehood is a tough thing for D.C.," You told Chuck Todd last year on “Meet the Press” that you love D.C., you love the people, that you want to do what’s best for them. They think what’s best for them is statehood or at the very least voting rights. What is your position on those two things?",editorial
 I think it’s just something that I don’t think I’d be inclined to do. I’d like to study it. It’s not a question really – maybe Chuck didn’t ask me like you’re asking me – I don’t see statehood for D.C., Tough politically?,editorial
 I think that’s something that would be okay. Having representation would be okay., What about having a vote in the House of Representatives?,editorial
" I think there’s a change in weather. I am not a great believer in man-made climate change. I’m not a great believer. There is certainly a change in weather that goes – if you look, they had global cooling in the 1920s and now they have global warming, although now they don’t know if they have global warming. They call it all sorts of different things; now they’re using “extreme weather” I guess more than any other phrase. I am not – I know it hurts me with this room, and I know it’s probably a killer with this room – but I am not a believer. Perhaps there’s a minor effect, but I’m not a big believer in man-made climate change.", You think climate change is a real thing? Is there human-caused climate change?,editorial
" Well I just think we have much bigger risks. I mean I think we have militarily tremendous risks. I think we’re in tremendous peril. I think our biggest form of climate change we should worry about is nuclear weapons. The biggest risk to the world, to me – I know President Obama thought it was climate change – to me the biggest risk is nuclear weapons. That’s – that is climate change. That is a disaster, and we don’t even know where the nuclear weapons are right now. We don’t know who has them. We don’t know who’s trying to get them. The biggest risk for this world and this country is nuclear weapons, the power of nuclear weapons."," Don’t good businessmen hedge against risks, not ignore them?",editorial
"  Believe me, that's why I'm going to be elected president.",  The Donald Trump phenomenon rolls on.,matthews
"  If you disenfranchise those people, I think you'd have riots.",  The exchanges have been heated.,matthews
  I'm just responding to what he does.  I didn't start this; he did.,"  That is not leadership, that is political arson.",matthews
"  We're going to be smart, we're going to be vigilant, we're going to be proud of our country again.","  Is the damage irreparable, or can the discord among the Republicans be overcome?",matthews
  Thank you.,"  Welcome to this town hall for a full hour of , who is the front-runner for the Republican presidential nomination, Donald Trump.",matthews
NFL places. Right?,"  Donald Trump,  situation here.  We're up here in Green Bay, and my -- and my calculations say, that if you're going to win the general election, you have got to win up here, states like Wisconsin, Michigan, Pennsylvania.",matthews
"  I think -- you know, it would certainly be helpful.  We're doing very well, and we're leading by a lot, we're leading everybody by a lot.  And in votes, in terms of votes, we're millions of votes up on Cruz and millions of votes up on Kasich.",NFL places. Right?,matthews
" But we'll have to see what we do.  I mean, all you can do is do your best.  Right, folks?  We do our best.","  I think -- you know, it would certainly be helpful.  We're doing very well, and we're leading by a lot, we're leading everybody by a lot.  And in votes, in terms of votes, we're millions of votes up on Cruz and millions of votes up on Kasich.",matthews
" You've talked about North -- North Asia, North Atlantic Treaty, the Middle East, Mexico, they're going to walk, they're going to say, no more trade.  They're going to say, we're not going to buy your oil.","  But let's talk about -- before you go to the general election, you've got to win the Republican nomination.  What is -- what is your leverage there?",matthews
" It's always leverage, it's always, ""I'm going to walk."""," You've talked about North -- North Asia, North Atlantic Treaty, the Middle East, Mexico, they're going to walk, they're going to say, no more trade.  They're going to say, we're not going to buy your oil.",matthews
 What is your leverage with Republican bosses  when you get to Cleveland and they try to keep you from winning the nomination on the first ballot?," It's always leverage, it's always, ""I'm going to walk.""",matthews
"  Well, one thing -- the voters.  I have millions more votes than anybody else.  It's not even close.  You know, because you have reported on it.  We're setting records in terms of Republican primaries. If you look at New Hampshire, if you look at South Carolina, no matter where you look, we're setting records.", What is your leverage with Republican bosses  when you get to Cleveland and they try to keep you from winning the nomination on the first ballot?,matthews
"  And that is my leverage.  And these are people that are really -- they really like Donald Trump, they really like what I'm saying.  And people -- we're going to make America great again, that's what it is.",  Right.,matthews
"  And that's what my leverage is. Now, without me, they lose millions of -- I think millions of people, and nobody is going to have a chance.  I will beat Hillary Clinton.  And I haven't started that process yet. I have two people left.  We started off with actually 18 people.",  Right.,matthews
"  And now, there is two left.",  Right.,matthews
"  I'm counting Jim.  Sort of counting, sort of counting.",  You're counting Jim Gilmore?,matthews
  Right.,"  OK, let me ask you about the steps you've got.  Cleveland is going to be in July.  If you could win there short of 1230 -- if you get to 1237, you've got it.",matthews
" Paul Ryan is making himself very clearly available with the statement he made last week.  What do you do, if they deny you the first ballot victory?","  If you come in short, and they try something on the first ballot -- now, I've been watching, listening.  Mitt Romney is up to something, he wants it, you can tell he wants it.",matthews
"  Well, we're going to see what happens.  I can say this, Chris.  We're so far up above everybody else.  We're hundreds of -- I mean, hundreds of delegates above Cruz."," Paul Ryan is making himself very clearly available with the statement he made last week.  What do you do, if they deny you the first ballot victory?",matthews
" We just -- you probably heard last night, Missouri was just certified, so I won Missouri in addition to everything else.","  Well, we're going to see what happens.  I can say this, Chris.  We're so far up above everybody else.  We're hundreds of -- I mean, hundreds of delegates above Cruz.",matthews
"  We're way, way up in votes, way, way up -- if we're a little bit short, I think it's a very unfair process.  Let me just explain...",  Yeah.,matthews
"  Well, let me just explain something.  Well, let me explain.  Normally, you talk about running, and you don't have 17 people.","  Well, what's the jimmy?  Six inches, two feet?",matthews
"  We had 17 people, we actually had 18 people, again, including Gilmore, OK?",  Yeah.,matthews
" So, we have 18 people.  And during a long period of time, we'd have 14 people, 13 people, 12 people, you know, in primaries.  We had a lot of people in the primaries.","  We had 17 people, we actually had 18 people, again, including Gilmore, OK?",matthews
" So, I'd get 25 percent, 28 percent -- those are phenomenal numbers when you have that many people running.  So, in those early states -- which I won, but you can't get 50 percent when you have that many people running.  There has never been so many people running."," So, we have 18 people.  And during a long period of time, we'd have 14 people, 13 people, 12 people, you know, in primaries.  We had a lot of people in the primaries.",matthews
 I'm going to come very close to the 1237.  I think I'm going to beat the 1237.  We're doing phenomenally in New York.," So, I'd get 25 percent, 28 percent -- those are phenomenal numbers when you have that many people running.  So, in those early states -- which I won, but you can't get 50 percent when you have that many people running.  There has never been so many people running.",matthews
"  You probably saw the poll that just came out in New York, Emerson College, which is a -- you know, I'm up by...",  Yeah.,matthews
"  Yeah, I know, I know, I know.  We just -- all you can do...","  Yeah, but it's all about you're not getting the 1237.  They'll deny it to you.",matthews
" You mentioned a couple of days ago, you liked Teddy Roosevelt.  In 1912, he didn't get the nomination.  He walked out, split the party, beat the Republican party in November, but lost the general to Wilson.",  What are you going to do -- are you going to be Teddy Roosevelt?,matthews
"  Yeah.  I can't tell you what I'm going to yet, because I'm not sure I know.  I have to see.  I hope they're going to be fair.  If they're going to be fair, they're going to be very happy. How can they give up millions of people that really feel disenfranchised, except for..."," You mentioned a couple of days ago, you liked Teddy Roosevelt.  In 1912, he didn't get the nomination.  He walked out, split the party, beat the Republican party in November, but lost the general to Wilson.",matthews
"  Well, that's true.  But then, they're going to lose and then you're going to have four Supreme Court justices that they're not going to like.","  Because they don't like you, they don't want you to be the nominee.",matthews
"  Well, no.  I have not been treated properly.  People understand.  They haven't stuck to the pledge.  I don't want an endorsement from somebody that doesn't feel like, oh, I love Trump.  If he wins, he's going to be the guy.  I don't want that endorsement, I'm not looking for that endorsement.",  OK.  You said last night on CNN you're not going to stick to this pledge to back the nominee.  Is that -- are you sticking to that?,matthews
" So when they ask me about Cruz and the endorsement, I said, no, no.  Just put -- no pressure on Cruz, tell him he doesn't have to endorse me.  Please don't endorse me.","  Well, no.  I have not been treated properly.  People understand.  They haven't stuck to the pledge.  I don't want an endorsement from somebody that doesn't feel like, oh, I love Trump.  If he wins, he's going to be the guy.  I don't want that endorsement, I'm not looking for that endorsement.",matthews
"  It doesn't matter.  The endorsements don't mean very much.  You know, I have great endorsements, I have some phenomenal endorsements.",  Right.,matthews
"  I have Senator Sessions, Jeff Sessions, endorse me, everybody thought he was going to endorse Cruz.  He endorsed me because he knows I'm much better on security, I'm better on a lot of things.",  Yeah.,matthews
 You always say your leverage is the ability to walk.  Do you have the ability to walk with the Republican nomination?,"  I watched you, Mr. Trump, on every issue, and you always talk about leverage.  You always talk we can walk away from a deal with the Saudis on oil, we can walk away with the Chinese, we don't have to buy their stuff anymore, we don't have to pay for our troops in Europe if they don't want to do it.",matthews
  I think..., You always say your leverage is the ability to walk.  Do you have the ability to walk with the Republican nomination?,matthews
"  Of course.  I can always do that.  I can always walk.  I don't want to -- I don't want to let people down.  I have millions of people more than Cruz has, I have millions of people...",  Can you walk?,matthews
" Now, the system is not a good system.  When you take Louisiana -- I went to Louisiana, I campaigned -- I campaigned there.  I won the state.  Now, the numbers come out and I have less delegates than Cruz.  That's not the American way.  I went out -- as you know, I won Louisiana.  Big victory, everything great.  But because of arcane rules and a lot of nonsense, frankly, I get -- I end up getting a few less delegates than Cruz.  That's not the way the system is supposed to work.  It's not the way...","  Of course.  I can always do that.  I can always walk.  I don't want to -- I don't want to let people down.  I have millions of people more than Cruz has, I have millions of people...",matthews
"  Look, look.  I don't think I'd want to tell you as much as I respect you.  You know, I did an interview with -- Chris, at the University of Pennsylvania many, many years ago.  We had...","  Well, three-fifths of the American people in the latest poll we got at NBC say that you're right, if you have the most votes, you should be the nominee.  I'm still trying to figure out what your alternative is if you don't get it.  What do you do?",matthews
  But is that a true thing?  In fact...,  This stuff doesn't work with me.  If you got -- it came out...,matthews
"  I was a celebrity, yeah.","  It's all true, and you were a celebrity even then.",matthews
"  I mean, we have to -- I do like your question on leverage.  My leverage is the voters, Chris, just to end it.  My leverage is the voters.  I have millions more votes than anybody else.","  Let's talk about something, the 800-pound gorilla.",matthews
"  I studied well.  I think possibly he was, but boy, did that cause a problem.",  Was Teddy Roosevelt right to walk?,matthews
  Yeah.  Personally...,"  It sure did.  Let me ask you about this thing the other day with your campaign manager.  Do you think you could have handled it differently from our -- from the start with maybe an apology to the young women reporter, something like that?  Maybe give her an interview?",matthews
"  No, I don't think so.  I think if she called up to apologize, I think you'd be in the exact same place, and people that have seen that tape are going, give me a break.  You have to be kidding.",  Something to de-escalate the issue and show respect for her.  Could you have done that more?,matthews
"  What contact?  I mean, there's contact every time...",  But there was contact.,matthews
  Hey look.  I'm walking with reporters -- I'm walking and she contacted me.,"  Well, that's what this law says.  It's unwanted touching, unwanted...",matthews
"  Excuse me.  She grabbed my arm twice.  You see the picture of me looking like, who is this person, and getting her off.","  Yeah, but it's simple battery.",matthews
"  I don't know who crated those bruises.  I really don't know.  I mean, you know, two days later, she comes in and she said she had some bruises.  I don't...",  What do you make of the bruises on the picture?,matthews
  I just gave...,  But this kind of argument just infuriates her and a lot of women because you're not showing belief in her credibility.,matthews
"  You know what?  Fifteen minutes away, in front of a very large crowd, I gave a speech, and we talked about that.  And I said who saw the tape, and everybody raised -- almost -- a lot of people raised their hand.  I'd say three-quarters raised their hands.  Big audience.  I said who thinks he did something really wrong?  I said stand up please, or raise your hand if you don't want to stand up.  Not one person in the room -- your cameras were there -- not one person in the room raised their hand. We're getting -- it's out of control, political correctness, whatever you want to call it, it's totally out of control.",  Why would she make up a story about bruises?  Why would anybody do that?,matthews
"  Yeah, I think that's fine.  I mean, I think that's fine.","  What's the right approach, though?  If you -- if you accidentally bump into somebody, accidentally trip them, you say I'm sorry.  Don't you show some apology and respect for the other person?",matthews
"  I'm not sure he didn't maybe even say it there.  What he was doing is -- in my opinion just in watching the tape, because nobody even remembers the incident because it was so minor, it's not like the -- you...",  Wouldn't that be appropriate here?,matthews
"  That -- excuse me.  I think that they are -- what they've done is, I think, outrageous.  They're destroying a very good person.  He's a good person.  Forget about politics, he's a good person with a wonderful family, four beautiful kids, and they're destroying that man over nothing.",  The Jupiter Police remember it.,matthews
" You take a look at that tape, and she's grabbing me.  Now maybe I should press charges against her; she's not supposed to be grabbing me.  She's touching me, she's grabbing my arm and I'm going like this, I'm saying who is it.  You know, the news conference was over, she wasn't supposed to be asking questions.  She pushed her way through, came through the Secret Service, grabs my arm, and I think maybe this was just -- and let me tell you something, just so you understand.  If she went down -- you know, she made the statement that she went down or essentially almost went down...","  That -- excuse me.  I think that they are -- what they've done is, I think, outrageous.  They're destroying a very good person.  He's a good person.  Forget about politics, he's a good person with a wonderful family, four beautiful kids, and they're destroying that man over nothing.",matthews
"  ...nothing -- there was nothing there.  She didn't even have -- if I give you a little shot on the arm, you're going to go ""Oww!""  I'm a strong guy.  You're going to go, ""Oh!""  You're going to have some kind of a facial -- she didn't even have facial movement.",  Almost went down.,matthews
  I don't know when was a real time.  When did they record that.  I don't know.  When did they record that?,  But she did say in real time that it hurt and she wanted to know who did it.,matthews
"  I'm a very skeptical person about her, yes.","  Well, you're really skeptical about her.",matthews
"  I don't think that -- look, for...",  And why don't you have any sympathy for her?,matthews
"  First of all, it was my tape.  You know I was the one that did the tape.",  She's doing her job.,matthews
"  And I looked at that tape, and we have heads being cut off in -- all over the world, frankly, but we have people's heads being cut off in the Middle East, people's heads being cut off.  We have people drowning in steel cages.  Here's a woman -- and it didn't even look like there was physical touch, and that was almost like he was just blocking her away from me, and he's supposed to be a criminal for that?",  I know it's -- that was your tape.,matthews
"  Look, nobody respects women more than I do, that I can tell you.",  Yeah.  But we're -- but Western society claims that we're better with women.,matthews
"  And nobody -- well, you know, she's somebody that -- yeah, I would say I don't have great respect for her.  I think for her to do what she did to this man over what he did is outrageous, is outrageous.","  You don't respect her, though.",matthews
  Did she quit or did she get fired?,"  Well, she quit her job over it, she must believe in her story.",matthews
"  OK.  Well, you think -- you do?  I think maybe the other way.  You'll find that, we'll find out in court.","  Well, I don't know.  Let me -- I think she quit.  I think she quit.",matthews
"  Chris, you know what?  We'll find out in court.  The easiest thing for me to do, you fired.  That's so easy, that's a very easy ",  Let's talk about the larger...,matthews
"  And then everybody's happy, everybody's happy...",  Yeah.,matthews
"  But you know what?  I can't -- I can't do that because I'm loyal to people.  And you know, when they went to Cruz and Kasich, oh, you should fire him, they didn't even see the tape I don't think.  You should fire him, you should fire him.  I don't do that.","  Well, there's a middle group, but that...",matthews
" If somebody is being -- really, I just thought it was a very unfair situation.  This is not good for me, OK?","  But you know what?  I can't -- I can't do that because I'm loyal to people.  And you know, when they went to Cruz and Kasich, oh, you should fire him, they didn't even see the tape I don't think.  You should fire him, you should fire him.  I don't do that.",matthews
  I think a lot of...,  How do you think women react when they see this?,matthews
"  ...I think a lot of women would say give me a break.  I don't -- I don't understand why.  I mean, the numbers aren't good, the numbers were good, the numbers aren't as good with women as they were.  But nobody respects women more than I do.",  The numbers aren't good.,matthews
  Right.,  Let's talk about ISIS.  It's the number one concern of a lot of people since last week.,matthews
  Right.,"  How do you beat people -- now, when we fought the Germans or the Italians and, you know, the army puts their hands up at the end because they know it's hopeless.",matthews
  It's called uniforms.,  How do you fight...,matthews
"  We have to be so tough and so vigilant, and we have to do things, frankly, that we've never done before.","  And how do you fight people who wrap themselves in dynamite?  They get up,  brush their teeth in the morning, shave I suppose in some cases, they go off to the airport with the idea of blowing themselves up, killing themselves that day, that morning.  How do you beat an army like that, because this gets down to something that we haven't dealt with before in our history.  How do we beat that kind of mentality?",matthews
"  Maybe they do, and some of them do.  And I -- you know, a lot of people are trying to figure out why they do this, how they do this...",  But they want to die for their cause.,matthews
  ...are they drugged out.  Tell me.,  They're recruited.,matthews
  Are they drugged out when they do it?  What's going on when they walk in and they blow themselves up?  Are they all drugged out?  Is somebody drugging them?  There's a lot of things going on.,  They're recruited.,matthews
"  Well, look at the guys in Boston, the Boston bombers, they came here as young kids...",,matthews
  ... and they became radicalized.,  They were here -- they were -- so what do you with -- OK.  OK.,matthews
"  I think banning -- I think banning until we figure out what's going on is an important thing.  And I take a lot of heat for it and a lot of people like me for it, to be honest with you.","  Does banning their entry into the country, even temporarily, encourage them to be on our side against the terrorists or encourages them to be on the other side?",matthews
" But, Chris, there's something going on.","  I think banning -- I think banning until we figure out what's going on is an important thing.  And I take a lot of heat for it and a lot of people like me for it, to be honest with you.",matthews
 How does that encourage them to fight ISIS?,"  But there's 1.6 billion Muslims in the world.  And they're all getting the message from Donald Trump, who's leading the fight for the Republican nomination for president, saying, ""Stay out of my country.""",matthews
  Chris ., How does that encourage them to fight ISIS?,matthews
"  OK, let me explain .",  How does that encourage them to fight the bad guys?,matthews
"  I have been told by more  who are saying, ""What are you doing is a great thing, not a bad thing.""","  But if we say ""Go away...""",matthews
"  I have actually -- believe it or not, I have a lot of friends that are Muslim and they call me.",  Are any Muslims telling you that?,matthews
"  In most cases, they're very rich Muslims, OK?",  Right.,matthews
  But they do call me.,  But do they get in the country?,matthews
  They'll come in.  And you'll have exceptions.,  How do you let them in?,matthews
"  Wait, wait, wait.",  But you...,matthews
" Look, Chris, Chris, with the San Bernardino situation...","  Wait, wait, wait.",matthews
  ... many people saw that apartment with bombs all over the apartment...,  Right.,matthews
  ... bombs on table.,"  Yeah, I agree with that.",matthews
  Not one person...,"  You see something, say something.",matthews
  ... with all the people that said -- they said it's racial profiling.  That's why they didn't call.,  I know.,matthews
" You know why they said that?  Because some lawyer said, ""You know, you saw this, you better come up with a good excuse.""  They said it's racial profiling.",  ... with all the people that said -- they said it's racial profiling.  That's why they didn't call.,matthews
 But that's not the question.,  I'm with you on this.  Of course I'm with you.,matthews
  OK.  Why didn't they report 'em?, But that's not the question.,matthews
"  In other words, why -- but Chris, why don't they report 'em?","  Look, look, you're saying ban...",matthews
"  I don't know, maybe they'll be more disposed to fight ISIS.  Maybe they'll say, ""We want to come back into America, we've got to solve this problem.""",,matthews
  I'm serious about that.  Maybe they'll be...,  OK.,matthews
" Do you know what Cruz is pushing ?  He wants patrol cars driving up neighborhoods that he thinks are Islam -- Muslim people living there, looking into windows for plotting.  I mean, it's an insane idea.  These aren't street criminals.  They're plotting bombings, if they are.  And they're getting -- ""Oh, we're going to go up and down the street.""  That'll make them more militant against us.","  OK.  Cruz, your guy.",matthews
"  Well, he's toughening up his stance because my stance has been very tough and..."," Do you know what Cruz is pushing ?  He wants patrol cars driving up neighborhoods that he thinks are Islam -- Muslim people living there, looking into windows for plotting.  I mean, it's an insane idea.  These aren't street criminals.  They're plotting bombings, if they are.  And they're getting -- ""Oh, we're going to go up and down the street.""  That'll make them more militant against us.",matthews
  I think we have to look at the mosques.  I think we have to be extremely careful.  We have to look at mosques.,  What do you think of his stance?  Patrol cars.,matthews
"  A lot of things -- we're making enemies by doing nothing.  I mean, we're knocking down World Trade Centers, we're shooting planes into the Pentagon.",  We're making enemies here.,matthews
  Probably the other plane was going towards the White House.  You have some very brave people.,  Yes.,matthews
"  But, you know, what are we going to do, just sit back and say we want to be nice to everybody?  We can't be so nice.",  All right.,matthews
  A very complicated...,"  Yes, but sometimes we create more trouble than we went into.  Do you think it was smart to go into Iraq?",matthews
  I thought it was one of the -- I thought it was one of the worst decisions in the history of our country.  And I was against it from the beginning.,  Was that smart to put our troops in the Holy Land of Mecca?,matthews
  I'm probably more intelligent than Hillary.,,matthews
  I want to...,"  Oh come on, answer the question.  Are you more hawkish?",matthews
  Here's what I want to do.,  Are you more likely to engage militarily than Hillary?,matthews
" I would never want to make a blanket statement like that, because, you know, you have different -- I would have never gone into Iraq.  And I said from a very early date -- and you saw that.",  Here's what I want to do.,matthews
"  From the earliest date, ""I don't want to go into Iraq.  Don't go into Iraq.""",  I know.,matthews
" Now, I was a real estate guy, I was a business guy, so nobody really cared that much.  But there were articles long time ago.  I said, ""You're going to destabilize the Middle East.""  That happened.","  From the earliest date, ""I don't want to go into Iraq.  Don't go into Iraq.""",matthews
" Now, when we got out of Iraq, we got out the wrong way.  We set a date, which was terrible.  We should have left some soldiers back.  And I always said, ""Take the oil,"" because you know who has the oil right now?"," Now, I was a real estate guy, I was a business guy, so nobody really cared that much.  But there were articles long time ago.  I said, ""You're going to destabilize the Middle East.""  That happened.",matthews
"  First of all, Iran is getting the oil.",  You need ground troops to do that.,matthews
"  I said, ""Take the oil.""",  You need ground troops to take the oil.,matthews
"  Now, Libya -- well, I said, ""Keep the oil.""  We -- we already had the troops there.  When we were leaving, I said, ""Don't leave.  Keep the oil.""",  Ground troops...,matthews
" Your most controversial suggestion was don't take nuclear weapons -- I mean, you may have been hooked into this by .",  OK.,matthews
  Don't take what?," Your most controversial suggestion was don't take nuclear weapons -- I mean, you may have been hooked into this by .",matthews
 I have been trying to think of how we could conceivably use a nuclear weapon in the Middle East or in Europe in fighting ISIS.  Where can you -- and why put it on the table or leave it on the table if you can't imagine where to use it?,  Nuclear weapons off the table.,matthews
"  Well, I didn't say, ""Don't take it.""  I said I would be very, very slow and hesitant to pull that trigger.", I have been trying to think of how we could conceivably use a nuclear weapon in the Middle East or in Europe in fighting ISIS.  Where can you -- and why put it on the table or leave it on the table if you can't imagine where to use it?,matthews
"  The question was asked -- we were talking about NATO -- which, by the way, I say is obsolete and we pay a dispropor...","  Well, why would you -- why wouldn't you just say, ""I don't want to talk about it.  I don't want to talk about nuclear weapons.  Presidents don't talk about use of nuclear weapons""?",matthews
"  I don't think I -- well, someday, maybe.",  But you got hooked into something you shouldn't've talked about.,matthews
