answer,query,source
"Yes. Well, the currency manipulation they don't discuss in the agreement, which is a disaster. If you look at the way China and India and almost everybody takes advantage of the United States -- China in particular, because they're so good. It's the number-one abuser of this country. And if you look at the way they take advantage, it's through currency manipulation. It's not even discussed in the almost 6,000-page agreement. It's not even discussed.","The -- the deal, as you say, the terms of the deal were published -- were published just last week, the details, 5,000 pages of it, and 80 percent of U.S. trade with countries in the Pacific, these countries, these 11 countries, is actually tariff-free, and these -- the trade deal only affects the other 20 percent. Which -- are there particular parts of the deal that you think were badly negotiated?",primary04
"And as you understand, I mean, you understand very well from the Wall Street Journal, currency manipulation is the single great weapon people have. They don't even discuss it in this agreement. So I say, it's a very bad deal, should not be approved. If it is approved, it will just be more bad trade deals, more loss of jobs for our country. We are losing jobs like nobody's ever lost jobs before. I want to bring jobs back into this country.",There was a separate -- separate...,primary04
"Well, first of all, it's not only Russia. We have problems with North Korea where they actually have nuclear weapons. You know, nobody talks about it, we talk about Iran, and that's one of the worst deals ever made. One of the worst contracts ever signed, ever, in anything, and it's a disgrace. But, we have somebody over there, a madman, who already has nuclear weapons we don't talk about that. That's a problem. China is a problem, both economically in what they're doing in the South China Sea, I mean, they are becoming a very, very major force. So, we have more than just Russia. But, as far as the Ukraine is concerned, and you could Syria -- as far as Syria, I like -- if Putin wants to go in, and I got to know him very well because we were both on 60 Minutes, we were stablemates, and we did very well that night. But, you know that. But, if Putin wants to go and knocked the hell out of ISIS, I am all for it, 100%, and I can't understand how anybody would be against it...","Thank you, sir. in 2012 debate, President Obama mocked Mitt Romney's assertion that Russia was the top geopolitical challenge facing the United States, saying he was a Cold War dinosaur. Now, Russia has invaded Ukraine, and has put troops in Syria. You have said you will have a good relationship with Mr. Putin. So, what does President Trump do in response to Russia's aggression?",primary04
...They blew up -- hold it....,...They're not doing that...,primary04
"...They blew up, wait a minute...",...They blew up -- hold it....,primary04
"...They blew up a Russian airplane. He cannot be in love with these people. He's going in, and we can go in, and everybody should go in. As far as the Ukraine is concerned, we have a group of people, and a group of countries, including Germany -- tremendous economic behemoth -- why are we always doing the work? We are -- I'm all for protecting Ukraine and working -- but, we have countries that are surrounding the Ukraine that aren't doing anything. They say, ""Keep going, keep going, you dummies, keep going. Protect us...""","...They blew up, wait a minute...",primary04
"...And we have to get smart. We can't continue to be the policeman of the world. We are $19 trillion dollars, we have a country that's going to hell, we have an infrastructure that's falling apart. Our roads, our bridges, our schools, our airports, and we have to start investing money in our country.","...They blew up a Russian airplane. He cannot be in love with these people. He's going in, and we can go in, and everybody should go in. As far as the Ukraine is concerned, we have a group of people, and a group of countries, including Germany -- tremendous economic behemoth -- why are we always doing the work? We are -- I'm all for protecting Ukraine and working -- but, we have countries that are surrounding the Ukraine that aren't doing anything. They say, ""Keep going, keep going, you dummies, keep going. Protect us...""",primary04
"Assad is a bad guy, but we have no idea who the so-called rebels -- I read about the rebels, nobody even knows who they are. I spoke to a general two weeks ago, he said -- he was very up on exactly what we're talking about. He said, ""You know, Mr. Trump? We're giving hundreds of millions of dollars of equipment to these people, we have no idea who they are."" So, I don't like Assad. Who's going to like Assad? But, we have no idea who these people, and what they're going to be, and what they're going to represent. They may be far worse than Assad. Look at Libya. Look at Iraq. Look at the mess we have after spending $2 trillion dollars, thousands of lives, wounded warriors all over the place -- who I love, OK? All over. We have nothing. And, I said, keep the oil. And we should have kept the oil, believe me. We should have kept the oil. And, you know what? We should have given the oil... ...We should've given big chunks to the people that lost their arms, their legs, and their families, and their sons, and daughters, because right now, you know who has a lot of that oil? Iran, and ISIS.","...voids are filled, and the idea that it's a good idea for Putin to be in Syria, let ISIS take out Assad, and then Putin will take out ISIS? I mean, that's like a board game, that's like playing Monopoly or something. That's not how the real world works. We have to lead, we have to be involved. We should have a no fly zone in Syria. There are -- they are barrel bombing the innocents in that country. If you're a Christian, increasingly in Lebanon, or Iraq, or Syria, you're going to be beheaded. And, if you're a moderate Islamist, you're not going to be able to survive either. We have to play a role in this be able to bring the rest of the world to this issue before it's too late.",primary04
Why does she keep interrupting everybody?,...Can I finish my time?,primary04
We are not.,"OK, I think it's fair to say you're not fans of Hillary Clinton's resume. Alright, Mr. Trump....",primary04
"...No, no, no...","I had a feeling. Perhaps the most successful capitalist on this stage tonight, you've acknowledged that some give capitalism a bad name. You've been particularly critical of businesses that find all sorts of ways of paying their taxes by keeping money abroad, but your own plan includes an incentive to bring -- that more the $2 trillion dollars home. Isn't that, like, a one-time bounty...",primary04
"Well, what's happening right now, Neil, is something that not been a subject of conversation by politicians. As primarily the only politician, I guess other than Carly on the stage, they haven't talked about a corporate inversion. A corporate inversion -- companies are leaving. You know, we used to leave New York to go to Florida. We got better taxes, we got, maybe, something else. Now, they're the United States to go to other countries. They have trillions of dollars in those other countries. They're going for two reasons, they can't get their money back in. It's something where the democrats and the republicans both agree, it's the only thing I can think of. They both agree, let the money come back in. Three and a half years, they still can't make a deal. They can't get the money in. It's probably two and a half trillion, but, I think it's much more than that. All of that money could become -- could come right in and be used to rebuild our country, and investments in our country. They can't do it. What we have to do, and what I've done, is made the tax rate -- and one of the reasons they don't  the taxes so obnoxious, they can't do it. Where, I made it a 10% number, as you know. I've been very highly praised for it. A lot of money's going to come back in, we're going to get rid of the bureaucratic problems, and roadblocks, because that's also a problem. And, we're going to have all of this money pour back into the United States. It's going to be used to build businesses, for jobs, and everything else. And, as I say, my expression is, let's make America great again.","...Some of the guys you all but call pirates, so they still keep the loot, and pay only a price to bring it back.",primary04
"Thank you. Over the years, I've created tens of thousands of jobs and a great company. It's a company I'm very proud of. Some of the most iconic assets anywhere in the world. And I will tell you, I don't have to give you a website because I'm self-funding my campaign. I'm putting up my own money. I want to do something really special. I want to make our country greater than it's ever been. I think we have that potential. We cannot lose this election. We cannot let Hillary Clinton, who is the worst secretary of state in the history of our country, win this election. We will fight. We will win. And we truly will make this even more special. We have to make it better than ever before. And I will tell you, the United States can actually be better than ever before. Thank you.",Donald Trump?,primary04
"I began this journey six months ago. My total focus was on building up our military, building up our strength, building up our borders, making sure that China, Japan, Mexico, both at the border and in trade, no longer takes advantage of our country. Certainly would never have made that horrible, disgusting, absolutely incompetent deal with Iran where they get $150 billion. They're a terrorist nation. But I began it talking about other things. And those things are things that I'm very good at and maybe that's why I'm center stage. People saw it. People liked it. People respected it. A month ago things changed. Radical Islamic terrorism came into effect even more so than it has been in the past. People like what I say. People respect what I say. And we've opened up a very big discussion that needed to be opened up. Thank you very much.","Thank you, Wolf. Please join me for a moment of silence and remembrance of the San Bernardino victims. Thank you. You know, our country since its inception has been at war, every 15 or 20 years. But the war that we are fighting now against radical Islamist jihadists is one that we must win. Our very existence is dependent upon that. You know, as a pediatric neurosurgeon, I frequently faced life and death situations, and had to come up with the right diagnosis, the right plan, and execute that plan frequently with other colleagues. Right now, the United States of America is the patient. And the patient is in critical condition and will not be cured by political correctness and will not be cured by timidity. And I am asking the Congress, which represents the people, to declare a war on ISIS so that we can begin the process of excising that cancer and begin the healing process, and bring peace, prosperity, and safety back to America.",primary05
"We are not talking about isolation. We're talking about security. We're not talking about religion. We're talking about security. Our country is out of control. People are pouring across the southern border. I will build a wall. It will be a great wall. People will not come in unless they come in legally. Drugs will not pour through that wall. As far as other people like in the migration, where they're going, tens of thousands of people having cell phones with ISIS flags on them? I don't think so, Wolf. They're not coming to this country. And if I'm president and if Obama has brought some to this country, they are leaving. They're going. They're gone.","as you mentioned in your opening statement, part of your strategy is to focus in on America's borders. To keep the country safe, you say you want to temporarily ban non-American Muslims from coming to the United States; ban refugees fleeing ISIS from coming here; deport 11 million people; and wall off America's southern border. Is the best way to make America great again to isolate it from much of the rest of the world?",primary05
"Jeb doesn't really believe I'm unhinged. He said that very simply because he has failed in this campaign. It's been a total disaster. Nobody cares. And frankly, I'm the most solid person up here. I built a tremendous company and all I want to do is make America great again. I don't want our country to be taken away from us, and that's what's happening. The policies that we've suffered under other presidents have been a disaster for our country. We want to make America great again. And Jeb, in all fairness, he doesn't believe that.","Well, first of all, we need to destroy ISIS in the caliphate. That's -- that should be our objective. The refugee issue will be solved if we destroy ISIS there, which means we need to have a no-fly zone, safe zones there for refugees and to build a military force. We need to embed our forces -- our troops inside the Iraqi military. We need to arm directly the Kurds. And all of that has to be done in concert with the Arab nations. And if we're going to ban all Muslims, how are we going to get them to be part of a coalition to destroy ISIS? The Kurds are the greatest fighting force and our strongest allies. They're Muslim. Look, this is not a serious proposal. In fact, it will push the Muslim world, the Arab world away from us at a time when we need to reengage with them to be able to create a strategy to destroy ISIS. So Donald, you know, is great at -- at the one-liners, but he's a chaos candidate. And he'd be a chaos president. He would not be the commander in chief we need to keep our country safe.",primary05
"Well, look, this is so easy to answer. ISIS is recruiting through the Internet. ISIS is using the Internet better than we are using the Internet, and it was our idea. What I wanted to do is I wanted to get our brilliant people from Silicon Valley and other places and figure out a way that ISIS cannot do what they're doing. You talk freedom of speech. You talk freedom of anything you want. I don't want them using our Internet to take our young, impressionable youth and watching the media talking about how they're masterminds -- these are masterminds. They shouldn't be using the word ""mastermind."" These are thugs. These are terrible people in ISIS, not masterminds. And we have to change it from every standpoint. But we should be using our brilliant people, our most brilliant minds to figure a way that ISIS cannot use the Internet. And then on second, we should be able to penetrate the Internet and find out exactly where ISIS is and everything about ISIS. And we can do that if we use our good people.","you recently suggested closing that Internet up, those were your words, as a way to stop ISIS from recruiting online. Are you referring to closing down actual portions of the Internet? Some say that would put the U.S. in line with China and North Korea.",primary05
"I would certainly be open to closing areas where we are at war with somebody. I sure as hell don't want to let people that want to kill us and kill our nation use our Internet. Yes, sir, I am.","Let me follow up, Mr. Trump. So, are you open to closing parts of the Internet?",primary05
"We have to be much tougher. We have to be much stronger than we've been. We have people that know what is going on. You take a look at just the attack in California the other day. There were numerous people, including the mother, that knew what was going on. They saw a pipe bomb sitting all over the floor. They saw ammunition all over the place. They knew exactly what was going on. When you had the World Trade Center go, people were put into planes that were friends, family, girlfriends, and they were put into planes and they were sent back, for the most part, to Saudi Arabia. They knew what was going on. They went home and they wanted to watch their boyfriends on television. I would be very, very firm with families. Frankly, that will make people think because they may not care much about their lives, but they do care, believe it or not, about their families' lives.","I'm Josh Jacob from Georgia Tech. Recently Donald Trump mentioned we must kill the families of ISIS members. However, this violates the principle of distinction between civilians and combatants in international law. So my question is, how would intentionally killing innocent civilians set us apart from ISIS?",primary05
"Look, the problem is we need toughness. Honestly, I think Jeb is a very nice person. He's a very nice person. But we need tough people. We need toughness. We need intelligence and we need tough. Jeb said when they come across the southern border they come as an act of love.","This is another example of the lack of seriousness. Look, this is -- this is troubling because we're at war. They've declared war on us and we need to have a serious strategy to destroy ISIS. But the idea that that is a solution to this is just -- is just crazy. It makes no sense to suggest this. Look, two months ago Donald Trump said that ISIS was not our fight. Just two months ago he said that Hillary Clinton would be a great negotiator with Iran. And he gets his foreign policy experience from the shows. That is not a serious kind of candidate. We need someone that thinks this through. That can lead our country to safety and security.",primary05
"Am I talking or are you talking, Jeb?",You said on September 30th that ISIS was not a factor.,primary05
You can go back. You're not talking. You interrupted me.,I'm talking right now. I'm talking.,primary05
"Are you going to apologize, Jeb? No. Am I allowed to finish?",September 30th you said...,primary05
"Excuse me, am I allowed to finish?","Just one at a time, go ahead...",primary05
... again...,"A little of your own medicine there, Donald.",primary05
"I know you're trying to build up your energy, Jeb, but it's not working very well.","Governor Bush, please.",primary05
"Look, look, look. We need a toughness. We need strength. We're not respected, you know, as a nation anymore. We don't have that level of respect that we need. And if we don't get it back fast, we're just going to go weaker, weaker and just disintegrate. We can't allow that to happen. We need strength. We don't have it. When Jeb comes out and he talks about the border, and I saw it and I was witness to it, and so was everyone else, and I was standing there, ""they come across as an act of love,"" he's saying the same thing right now with radical Islam. And we can't have that in our country. It just won't work. We need strength.",One at a time.,primary05
"With Jeb's attitude, we will never be great again, that I can tell you. We will never be great again.",... so that we can destroy Islamic terrorism.,primary05
"So, they can kill us, but we can't kill them? That's what you're saying. And as far as the Internet is concerned, we're not talking about closing the Internet. I'm talking about parts of Syria, parts of Iraq, where ISIS is, spotting it. Now, you could close it. What I like even better than that is getting our smartest and getting our best to infiltrate their Internet, so that we know exactly where they're going, exactly where they're going to be. I like that better. But we have to -- who would be -- I just can't imagine somebody booing. These are people that want to kill us, folks, and you're -- you're objecting to us infiltrating their conversations? I don't think so. I don't think so.","I think that by arming the allies of ISIS, the Islamic rebels against Assad, that we created a safe space or made that space bigger for ISIS to grow. I think those who have wanted regime change have made a mistake. When we toppled Gadhafi in Libya, I think that was a mistake. I think ISIS grew stronger, we had a failed state, and we were more at risk. I'd like to also go back to, though, another question, which is, is Donald Trump a serious candidate? The reason I ask this is, if you're going to close the Internet, realize, America, what that entails. That entails getting rid of the First amendment, OK? It's no small feat. If you are going to kill the families of terrorists, realize that there's something called the Geneva Convention we're going to have to pull out of. It would defy every norm that is America. So when you ask yourself, whoever you are, that think you're going to support Donald Trump, think, do you believe in the Constitution? Are you going to change the Constitution?",primary05
"In my opinion, we've spent $4 trillion trying to topple various people that frankly, if they were there and if we could've spent that $4 trillion in the United States to fix our roads, our bridges, and all of the other problems; our airports and all of the other problems we've had, we would've been a lot better off. I can tell you that right now. We have done a tremendous disservice, not only to Middle East, we've done a tremendous disservice to humanity. The people that have been killed, the people that have wiped away, and for what? It's not like we had victory. It's a mess. The Middle East is totally destabilized. A total and complete mess. I wish we had the $4 trillion or $5 trillion. I wish it were spent right here in the United States, on our schools, hospitals, roads, airports, and everything else that are all falling apart.",We're going to talk about Assad in a moment. are Americans safer with dictators running the world in the Middle East?,primary05
"Well, there's nothing to respond to. Well, people feel differently. I mean, the fact is Benghazi was a disaster because of Libya, everything just fell into place. It could not have been worse. What do we have now? We have nothing. We've spent $3 trillion and probably much more - I have no idea what we've spent. Thousands and thousands of lives, we have nothing. Wounded warriors all over the place who I love, we have nothing for it. And by the way - and Ben said incorrectly - and I'm not saying this as a knock - he's one of finest men. You're not going to find a finer men. But I've been talking about oil for three years. I've been saying,, ""take the oil, take the oil."" I didn't say, ""just bomb it,"" I said,"" take it and use it and distribute it so that the wounded warriors -"" People, I've been saying this now for many years.","That is exactly what President Obama said. I'm amazed to hear that from a republican presidential candidate. But let's just start with, who got it wrong? Who really got it wrong? Hillary Clinton has gotten every foreign policy challenge wrong. Hitting the reset button with Vladimir Putin - recall that she called Bashar Al-Assad a positive reformer and then she opened an embassy and then later she said, over, and over, and over again, ""Bashar Al-Assad must go."" Although she wasn't prepared to do anything about it. Recall that Hillary Clinton was all for toppling Gadhafi then didn't listen to her own people on the ground. And then of course, when she lied about the terrorist attack in Benghazi, she invited more terrorist attacks.",primary05
"Now, all of a sudden everybody's saying, ""take the oil."" It wasn't so fashionable to take the oil six months ago. I've been saying it for years.","Well, there's nothing to respond to. Well, people feel differently. I mean, the fact is Benghazi was a disaster because of Libya, everything just fell into place. It could not have been worse. What do we have now? We have nothing. We've spent $3 trillion and probably much more - I have no idea what we've spent. Thousands and thousands of lives, we have nothing. Wounded warriors all over the place who I love, we have nothing for it. And by the way - and Ben said incorrectly - and I'm not saying this as a knock - he's one of finest men. You're not going to find a finer men. But I've been talking about oil for three years. I've been saying,, ""take the oil, take the oil."" I didn't say, ""just bomb it,"" I said,"" take it and use it and distribute it so that the wounded warriors -"" People, I've been saying this now for many years.",primary05
"I think Assad is a bad guy, a very bad guy, all right? Lots of people killed. I think we are backing people we have no idea who they are. The rebels, we call them the rebels, the patriotic rebels. We have no idea. A lot of people think, Hugh, that they are ISIS. We have to do one thing at a time. We can't be fighting ISIS and fighting Assad. Assad is fighting ISIS. He is fighting ISIS. Russia is fighting now ISIS. And Iran is fighting ISIS. We have to do one thing at a time. We can't go -- and I watched Lindsey Graham, he said, I have been here for 10 years fighting. Well, he will be there with that thinking for another 50 years. He won't be able to solve the problem. We have to get rid of ISIS first. After we get rid of ISIS, we'll start thinking about it. But we can't be fighting Assad. And when you're fighting Assad, you are fighting Russia, you're fighting -- you're fighting a lot of different groups. But we can't be fighting everybody at one time.","we are talking about the most important thing, that's why it's heated. And it's, you are OK with Mr. Assad staying in power, but you are also in favor of winning. If he stays in power, Iran is winning, Hezbollah is winning. Iran is winning in Yemen. They are winning everywhere. If they are winning how can we be winning?",primary05
"I think it's very sad that CNN leads Jeb Bush, Governor Bush, down a road by starting off virtually all the questions, ""Mr. Trump this, Mister"" -- I think it's very sad. And, frankly, I watched -- I think it's very sad. And, frankly, I watched the first debate, and the first long number of questions were, ""Mr. Trump said this, Mr. Trump said that. Mr. Trump"" -- these poor guys -- although, I must tell you, Santorum, good guy. Governor Huckabee, good guy. They were very nice, and I respect them greatly. But I thought it was very unfair that virtually the entire early portion of the debate was Trump this, Trump that, in order to get ratings, I guess. In order to get ratings, I guess.","Because I -- first of all, I know what I don't know. I know what I don't know. I would seek out, as I have, the best advice that exists. I won't get my information from the shows. I don't know if that's Saturday morning or Sunday morning. I don't know which one. I will seek out the best advice, and I will create a strategy and I will persuade the American people what the role of America should be. I've laid out a policy of rebuilding our military. All of the talk that we're seeing here -- most of which I agree on, frankly -- requires a much stronger military. We now have a lack of readiness that is quite scary. We have planes that were -- that Harry Truman inaugurated, the B-52. We have -- the Navy has been gutted and decimated. The readiness of the Marines is way down. If we're serious about America's leadership in the world, then we need to make sure that we have the back of the armed forces. The Armed Forces Radio is here listening to this today. I hope they know that if I'm president, I'll be a commander-in-chief, not an agitator- in-chief or a divider-in-chief, that I will lead this country in a way that will create greater security and greater safety.",primary05
I just think it's very -- excuse me.,"But, it's not CNN -- I was on CNN last night...",primary05
Excuse me. I think it's very unprofessional.,... watching...,primary05
"Well, I think it's very unprofessional.",But it wasn't -- it wasn't CNN. It was me. I watched you last night for 16 minutes. It's not CNN.,primary05
This isn't tough and easy. I wish it...,"So I was -- I was -- I was mentioned, so I can bring up something, I think, right? Look, the simple fact is, if you think this is tough you're not being treated fairly...",primary05
"I wish it was always this easy as you, Jeb.",... imagine what it's going to be like dealing with Putin or dealing with President Xi.,primary05
"Oh, I know. You're a tough guy, Jeb. I know.",This is a tough business to run for president.,primary05
You're tough.,And it's -- and we need... ... to have a leader that is...,primary05
"Well, let's see. I'm at 42, and you're at 3. So, so far, I'm doing better.",You're never going to be president of the United States by insulting your way to the presidency.,primary05
"So far, I'm doing better. You know, you started off over here, Jeb. You're moving over further and further. Pretty soon you're going to be off the end...",Doesn't matter. Doesn't matter.,primary05
"I have a very hardline position, we have a country or we don't have a country. People that have come into our country illegally, they have to go. They have to come back into through a legal process. I want a strong border. I do want a wall. Walls do work, you just have to speak to the folks in Israel. Walls work if they're properly constructed. I know how to build, believe me, I know how to build. I feel a very, very strong bind, and really I'm bound to this country, we either have a border or we don't. People can come into the country, we welcome people to come but they have to come in legally.","So who do you side with? Who do you side with in this, Senator Rubio or Senator Cruz?",primary05
"Well, first of all, I think we need somebody absolutely that we can trust, who is totally responsible; who really knows what he or she is doing. That is so powerful and so important. And one of the things that I'm frankly most proud of is that in 2003, 2004, I was totally against going into Iraq because you're going to destabilize the Middle East. I called it. I called it very strongly. And it was very important. But we have to be extremely vigilant and extremely careful when it comes to nuclear. Nuclear changes the whole ball game. Frankly, I would have said get out of Syria; get out -- if we didn't have the power of weaponry today. The power is so massive that we can't just leave areas that 50 years ago or 75 years ago we wouldn't care. It was hand-to-hand combat. The biggest problem this world has today is not President Obama with global warming, which is inconceivable, this is what he's saying. The biggest problem we have is nuclear -- nuclear proliferation and having some maniac, having some madman go out and get a nuclear weapon. That's in my opinion, that is the single biggest problem that our country faces right now.","Mr. Trump... ... Dr. Carson just referenced the single most important job of the president, the command, the control and the care of our nuclear forces. And he mentioned the triad. The B-52s are older than I am. The missiles are old. The submarines are aging out. It's an executive order. It's a commander-in-chief decision. What's your priority among our nuclear triad?",primary05
"I think -- I think, for me, nuclear is just the power, the devastation is very important to me.","Of the three legs of the triad, though, do you have a priority? I want to go to Senator Rubio after that and ask him.",primary05
Let me just say that I have gotten to know him over the last three or four days. He has a wonderful temperament.,So why would you be willing to put somebody who's a maniac one heartbeat away from the presidency?,primary05
He's just fine. Don't worry about it.,Let me just say that I have gotten to know him over the last three or four days. He has a wonderful temperament.,primary05
You better not attack...,"Senator Cruz. Senator Cruz, you have not been willing to attack Mr. Trump in public.",primary05
"I really am. I'll be honest, I really am.",My listeners tell me again and again they are worried that Hillary Clinton will win the White House because you'll run as an independent. Are you ready to assure Republicans tonight that you will run as a Republican and abide by the decision of the Republicans?,primary05
"I mean, the people have been putting me...","I really am. I'll be honest, I really am.",primary05
I really am.,"I mean, the people have been putting me...",primary05
Let me just. Can I just finish my...,"Dr. Carson, last week...",primary05
"I've gained great respect for the Republican leadership. I've gained great respect for many -- and I'm going to even say -- I mean, in different forms for the people on the dais, in different forms.",Let me just. Can I just finish my...,primary05
"In different forms. But I have great respect for the people I have met through this process. I've never done this process before. I've never been a politician. I mean, for the last six months I've been a politician. But I will tell you, I am totally committed to the Republican Party. I feel very honored to be the front runner.","I've gained great respect for the Republican leadership. I've gained great respect for many -- and I'm going to even say -- I mean, in different forms for the people on the dais, in different forms.",primary05
"And I think I'll do very well if I'm chosen. If I'm so fortunate to be chosen, I think I'll do very well. Polls have come out recently saying I would beat Hillary. I will do everything in my power to beat Hillary Clinton, I promise you.","In different forms. But I have great respect for the people I have met through this process. I've never done this process before. I've never been a politician. I mean, for the last six months I've been a politician. But I will tell you, I am totally committed to the Republican Party. I feel very honored to be the front runner.",primary05
"Our country doesn't win anymore. We don't win on trade. We don't win on the military. We can't defeat ISIS. We're not taking care of our great people, the veterans. We're not taking care of them. We have to change our whole way, our health care system is a disaster. It's going to implode in 2017, just like you're sitting there. It doesn't work. Nothing works in our country. If I'm elected president, we will win again. We will win a lot. And we're going to have a great, great country, greater than ever before.","I've been fortunate enough to travel to 58 different countries and I thank God everyday that I was born in this country. The most exceptional country that the world has ever known. And I want to make sure that we preserve that exceptionalism for the next generation. My mother told me if I work hard and I really believed in American principles and I believed in God, anything is possible. I believe that is true, and that's why I'm not anxious to give away American values and principles for the sake of political correctness.",primary05
"It's not fear and terror, it's reality. You just have to look today at Indonesia, bombings all over. You look at California, you look, frankly, at Paris where there's a -- the strictest no-gun policy of any city anywhere in the world, and you see what happens 130 people dead with many to follow. They're very, very badly wounded. They will -- some will follow. And you look around, and you see what's happening, and this is not the case when he introduced the doctor -- very nice, everything perfect but that is not representative of what you have in that line of migration. That could be the great Trojan Horse. It could be people that are going to do great, great destruction. When I look at the migration, I looked at the line, I said it actually on your show recently, where are the women? It looked like very few women. Very few children. Strong, powerful men, young and people are looking at that and they're saying what's going on?","at the State of the Union, the president pointed to a guest who was a Syrian refugee you might recall whose wife and daughter and other family members were killed in an air attack. Now he fled that country seeking asylum here, ultimately ended up in Detroit where he's now trying to start a new life. The president says that that doctor is the real face of these refugees and not the one that you and some of your colleagues on this stage are painting; that you prefer the face of fear and terror and that you would refuse to let in anyone into this country seeking legitimate asylum. How do you answer that?",primary06
"You look at the kind of damage that two people that two people that got married, they were radicalized -- they got married, they killed 15 people in actually 15 -- going to be probably 16 but you look at that and you take a look -- a good strong look and that's what we have. We are nineteen trillion dollars -- our country's a mess and we can't let all these people come into our country and break our borders. We can't do it.","It's not fear and terror, it's reality. You just have to look today at Indonesia, bombings all over. You look at California, you look, frankly, at Paris where there's a -- the strictest no-gun policy of any city anywhere in the world, and you see what happens 130 people dead with many to follow. They're very, very badly wounded. They will -- some will follow. And you look around, and you see what's happening, and this is not the case when he introduced the doctor -- very nice, everything perfect but that is not representative of what you have in that line of migration. That could be the great Trojan Horse. It could be people that are going to do great, great destruction. When I look at the migration, I looked at the line, I said it actually on your show recently, where are the women? It looked like very few women. Very few children. Strong, powerful men, young and people are looking at that and they're saying what's going on?",primary06
But I was born here.,"Because -- because Donald's mother was born in Scotland. She was naturalized. Now, Donald...",primary06
. Big difference.,"... on the issue -- on the issue of citizenship, Donald...",primary06
"OK, good. Because it wouldn't work.","... on the issue of citizenship, Donald, I'm not going to use your mother's birth against you.",primary06
"... first of all, let me just tell you something -- and you know, because you just saw the numbers yourself -- NBC Wall Street Journal just came out with a poll -- headline: Trump way up, Cruz going down. I mean, so don't -- so you can't -- you can't... ... they don't like the Wall Street Journal. They don't like NBC, but I like the poll. And frankly, it just came out, and in Iowa now, as you know, Ted, in the last three polls, I'm beating you. So -- you know, you shouldn't misrepresent how well you're doing with the polls. You don't have to say that. In fact, I was all for you until you started doing that, because that's a misrepresentation, number one.",... that you raised it because of his rising poll numbers.,primary06
"Number two, this isn't me saying it. I don't care. I think I'm going to win fair and square  to win this way. Thank you. Lawrence Tribe and  from Harvard -- of Harvard, said that there is a serious question as to whether or not Ted can do this. OK? There are other attorneys that feel, and very, very fine constitutional attorneys, that feel that because he was not born on the land, he cannot run for office. Here's the problem. We're running. We're running. He does great. I win. I choose him as my vice presidential candidate, and the Democrats sue because we can't take him along for the ride. I don't like that. OK? The fact is -- and if for some reason he beats the rest of the field, he beats the rest of the field . See, they don't like that. They don't like that. No, they don't like he beats the rest of the field, because they want me. But -- if for some reason, Neil, he beats the rest of the field, I already know the Democrats are going to be bringing a suit. You have a big lawsuit over your head while you're running. And if you become the nominee, who the hell knows if you can even serve in office? So you should go out, get a declaratory judgment, let the courts decide. And you shouldn't have mentioned the polls because I would have been much...","... first of all, let me just tell you something -- and you know, because you just saw the numbers yourself -- NBC Wall Street Journal just came out with a poll -- headline: Trump way up, Cruz going down. I mean, so don't -- so you can't -- you can't... ... they don't like the Wall Street Journal. They don't like NBC, but I like the poll. And frankly, it just came out, and in Iowa now, as you know, Ted, in the last three polls, I'm beating you. So -- you know, you shouldn't misrepresent how well you're doing with the polls. You don't have to say that. In fact, I was all for you until you started doing that, because that's a misrepresentation, number one.",primary06
"Because now he's going a little bit better. No, I didn't care . It's true. No, it's true. Hey look, he never had a chance. Now, he's doing better. He's got probably a four or five percent chance.",Why are you saying this now -- right now? Why are you raising this issue now?,primary06
"The fact is, there is a big overhang. There's a big question mark on your head. And you can't do that to the party. You really can't. You can't do that to the party. You have to have certainty. Even if it was a one percent chance, and it's far greater than one percent because . I mean, you have great constitutional lawyers that say you can't run. If there was a -- and you know I'm not bringing a suit. I promise. But the Democrats are going to bring a lawsuit, and you have to have certainty. You can't have a question. I can agree with you or not, but you can't have a question over your head.","Because now he's going a little bit better. No, I didn't care . It's true. No, it's true. Hey look, he never had a chance. Now, he's doing better. He's got probably a four or five percent chance.",primary06
You don't have to. Take it from Lawrence Tribe.,"Well, listen, I've spent my entire life defending the Constitution before the U.S. Supreme Court. And I'll tell you, I'm not going to be taking legal advice from Donald Trump.",primary06
Take it from your professors...,You don't have to. Take it from Lawrence Tribe.,primary06
He's wrong. He's wrong.,The chances of any litigation proceeding and succeeding on this are zero. And Mr. Trump is very focused...,primary06
He is not the only one.,"... on Larry Tribe. Let me tell you who Larry Tribe is. He's a left-wing judicial activist, Harvard Law professor who was Al Gore's lawyer in Bush versus Gore. He's a major Hillary Clinton supporter. And there's a reason why Hillary's supporters are echoing Donald's attacks on me, because Hillary...",primary06
There are many lawyers.,... wants to face Donald Trump in the general election.,primary06
No -- no... ... I think if it doesn't... I like that. I like it. I'd consider it. But I think I'll go back to building buildings if it doesn't work out.,"And I'll tell you what, Donald, you -- you very kindly just a moment ago offered me the V.P. slot.  I'll tell you what. If this all works out, I'm happy to consider naming you as V.P. So if you happen to be right, you could get the top job at the end of the day.",primary06
"I have a feeling it's going to work out, actually.","Actually, I'd love to get you to build a wall.",primary06
